Alkal1	1	chr1	+	6359331	6394731	6359514,6388626,6389520,6391116,	6388573,6389440,6391040,6394270,
Vxn	1	chr1	+	9601267	9627142	9601650,9607029,9613474,9619897,9622684,	9606974,9613312,9619836,9622593,9624713,
Vcpip1	1	chr1	-	9718622	9748382	9725350,9737052,	9736966,9745450,
Arfgef1	1	chr1	-	10137507	10232670	10138996,10140584,10141697,10142744,10144857,10147535,10151873,10153524,10153742,10154410,10157044,10158060,10159740,10160028,10160870,10161003,10163787,10172984,10173352,10174195,10179977,10181041,10183747,10184181,10184497,10188958,10189335,10189678,10194491,10198976,10199904,10204909,10209701,10213223,10214271,10215993,10216559,	10140467,10141559,10142576,10144718,10147403,10151801,10153386,10153607,10154281,10156914,10157900,10159568,10159877,10160701,10160963,10163697,10172834,10173194,10174067,10179826,10180870,10183663,10183976,10184386,10188757,10189227,10189439,10194257,10198843,10199729,10204808,10209425,10213044,10214125,10215837,10216529,10232371,
Prdm14	1	chr1	-	13113428	13127163	13114487,13115881,13118965,13122631,13124520,13124672,13125856,	13115780,13118763,13122361,13124363,13124619,13125166,13127110,
Tram1	1	chr1	-	13564693	13589910	13566396,13569631,13570082,13571907,13572074,13576452,13578158,13579566,13579811,13581086,	13569471,13569939,13571803,13572004,13576368,13578100,13579450,13579690,13581023,13589600,
Sbspon	1	chr1	-	15853862	15892722	15855862,15859065,15860351,15883840,	15858889,15860261,15883646,15892439,
Rpl7	1	chr1	-	16101295	16104433	16101359,16101936,16102599,16102829,16103334,16103684,	16101727,16102490,16102692,16103168,16103510,16104365,
Rdh10	1	chr1	+	16105882	16132550	16106306,16108030,16128263,16129341,16131206,	16107795,16128165,16129196,16131075,16131294,
Gdap1	1	chr1	+	17145373	17164271	17145588,17147128,17157134,17158503,17160038,	17146936,17156961,17158409,17159924,17161127,
Pi15	1	chr1	+	17601901	17630939	17602042,17602884,17619901,17621533,17621762,	17602577,17619783,17621401,17621647,17624835,
Defb18	1	chr1	-	18236402	18237476	18236660,	18237374,
Il17a	1	chr1	+	20730905	20734496	20730988,20732307,	20732096,20733622,
Tram2	1	chr1	-	21001397	21079225	21001635,21003133,21003981,21004330,21005637,21006234,21006911,21012909,21013511,21037460,	21002970,21003838,21004226,21005567,21006150,21006853,21012793,21013402,21037397,21078994,
Khdc1a	1	chr1	+	21349677	21352199	21350119,21350440,	21350258,21350876,
Khdc1c	1	chr1	+	21368331	21369743	21368757,21369074,	21368892,21369510,
Khdc1b	1	chr1	+	21383556	21386384	21384036,21384357,	21384175,21384802,
B3gat2	1	chr1	+	23761926	23847865	23763228,23815365,23845021,	23815221,23844873,23845101,
Sdhaf4	1	chr1	-	23995939	24005640	23996360,24003306,	24003157,24005546,
4931408C20Rik	1	chr1	-	26681801	26687460	26685911,	26687241,
Gm597	1	chr1	-	28776122	28780252	28778784,	28780034,
Ccdc115	1	chr1	-	34436670	34439672	34437610,34437858,34438932,34439146,	34437727,34438850,34439043,34439228,
Imp4	1	chr1	+	34439829	34445747	34439927,34440149,34442993,34443487,34443695,34443923,34444091,34444269,	34440041,34442910,34443378,34443563,34443769,34443997,34444196,34444358,
Hs6st1	1	chr1	+	36068400	36106446	36069184,	36103513,
Cnnm4	1	chr1	+	36471597	36508776	36473085,36498133,36498529,36499580,36499981,36505779,	36497990,36498395,36499411,36499885,36505601,36506409,
Cox5b	1	chr1	+	36691487	36693388	36691689,36692284,36692550,	36692211,36692451,36693197,
4933424G06Rik	1	chr1	+	36714537	36757959	36714697,36718884,36723451,36725298,36733949,36742376,36744661,36746571,	36718822,36723365,36725215,36733848,36742278,36744511,36746362,36757790,
Coa5	1	chr1	-	37417085	37430103	37420627,37428425,	37428342,37429869,
Lyg2	1	chr1	-	37905923	37916493	37907675,37909007,37910092,37911202,37915792,	37908869,37909896,37911059,37915720,37916236,
Eif5b	1	chr1	+	37998010	38055579	37998324,38017931,38018109,38019534,38021811,38022314,38032375,38033157,38034103,38036273,38037310,38037657,38040740,38041838,38044835,38045506,38045809,38046743,38048924,38049093,38049340,38050325,38051284,	38017806,38018025,38018865,38021594,38022164,38032277,38033068,38034029,38035993,38037203,38037547,38040673,38041697,38044704,38045324,38045648,38046612,38048793,38049017,38049176,38050187,38051123,38051606,
Lonrf2	1	chr1	-	38793669	38836687	38798223,38800800,38804401,38807199,38807957,38811826,38812640,38813420,38816120,38818184,38821265,	38800651,38804239,38807041,38807836,38811712,38812544,38813213,38815965,38818062,38821147,38835771,
Gm51581	1	chr1	+	38896610	38898950	38896655,38897633,	38897402,38897717,
Pdcl3	1	chr1	+	38987814	38997236	38987849,38991375,38995005,38995388,38995943,	38991246,38994915,38995245,38995735,38996141,
Cnot11	1	chr1	+	39535701	39546881	39536337,39537580,39538423,39540075,39542602,39544988,	39537416,39538271,39539873,39542400,39544892,39545069,
Gm3646	1	chr1	-	39804141	39805332	39804339,	39805173,
Slc9a2	1	chr1	+	40681712	40768885	40682165,40719058,40726458,40742837,40744005,40755798,40756329,40762062,40763639,40765696,40766333,	40718595,40726208,40742620,40743803,40755709,40756259,40761901,40763543,40765565,40766243,40767626,
Mfsd9	1	chr1	-	40772040	40790657	40774546,40781590,40784506,40786210,40787617,	40781381,40784377,40786167,40787530,40790485,
AI597479	1	chr1	+	43098710	43115946	43098862,43100881,43111373,	43100715,43110998,43113186,
Ecrg4	1	chr1	+	43730602	43742564	43730963,43737247,43738717,	43737200,43738560,43742245,
Mettl21e	1	chr1	-	44204070	44218931	44206753,44210281,44211198,44218230,	44210164,44211032,44218111,44218840,
Col3a1	1	chr1	+	45311538	45349706	45311832,45321696,45321992,45322519,45323797,45325413,45325858,45326624,45327642,45327863,45328486,45328921,45329106,45330147,45330608,45331204,45331561,45331776,45332026,45332242,45333018,45333661,45334060,45334312,45334650,45334814,45335188,45335781,45336704,45337339,45337533,45338011,45338627,45338763,45339412,45339981,45340308,45340683,45341027,45341245,45342230,45343309,45343501,45344019,45344566,45344850,45345059,45346142,45347307,45347878,	45321497,45321942,45322406,45323723,45325360,45325805,45326571,45327589,45327810,45328433,45328877,45329053,45330103,45330555,45331106,45331517,45331678,45331973,45332135,45332965,45333563,45334007,45334214,45334597,45334761,45335135,45335728,45336660,45337241,45337426,45337958,45338574,45338710,45339359,45339874,45340255,45340630,45340866,45341138,45342123,45343256,45343394,45343966,45344459,45344797,45344952,45345848,45347120,45347636,45348601,
Col5a2	1	chr1	-	45374331	45503282	45376230,45376878,45378494,45380291,45382223,45383220,45383698,45384453,45385069,45386886,45388320,45389479,45390193,45391129,45391715,45391931,45392357,45392868,45393106,45394435,45394828,45396159,45396494,45400874,45402132,45403169,45403313,45403519,45404254,45404831,45405293,45406347,45406597,45407120,45407277,45407800,45411487,45413514,45414801,45416971,45417641,45418552,45421274,45421997,45422439,45423726,45427065,45430008,45434945,45436411,45437496,45438883,45442868,	45376639,45378307,45380000,45382116,45383167,45383591,45384400,45384962,45386833,45388213,45389372,45390032,45391076,45391662,45391824,45392304,45392815,45393053,45394382,45394721,45396061,45396450,45400821,45402079,45403116,45403260,45403421,45404201,45404733,45405240,45406240,45406544,45407022,45407233,45407702,45411434,45413470,45414748,45416927,45417588,45418499,45421221,45421944,45422386,45423682,45426988,45429898,45434892,45436379,45437464,45438870,45442647,45502821,
Cavin2	1	chr1	+	51289126	51302960	51289868,	51300649,
Hibch	1	chr1	+	52845038	52920986	52845144,52853710,52860165,52862352,52865629,52868958,52885181,52901333,52902933,52904700,52905452,52913850,52916670,	52853668,52860028,52862268,52865549,52868906,52885103,52901188,52902847,52904642,52905371,52913731,52916637,52920263,
Mstn	1	chr1	+	53061640	53068079	53062141,53064256,	53063883,53066251,
Ormdl1	1	chr1	+	53297095	53310245	53297188,53299152,53305606,	53298972,53305455,53308827,
