YAL001C	0	chr1	-	147594	151166	147665,	147754,

YAL001C	0	chr1	-	147594	151166	147665,	147754,

YAL003W	0	chr1	+	142174	143160	142255,	142620,

YAL003W	0	chr1	+	142174	143160	142255,	142620,

YAL030W	0	chr1	+	87286	87752	87389,	87501,

YAL030W	0	chr1	+	87286	87752	87389,	87501,

YBL018C	0	chr2	-	185998	186474	186046,	186120,

YBL018C	0	chr2	-	185998	186474	186046,	186120,

YBL026W	0	chr2	+	170623	171038	170678,	170805,

YBL026W	0	chr2	+	170623	171038	170678,	170805,

YBL027W	0	chr2	+	168423	169376	168426,	168809,

YBL027W	0	chr2	+	168423	169376	168426,	168809,

YBL040C	0	chr2	-	142112	142868	142135,	142231,

YBL040C	0	chr2	-	142112	142868	142135,	142231,

YBL050W	0	chr2	+	125125	126119	125156,	125271,

YBL050W	0	chr2	+	125125	126119	125156,	125271,

YBL059C-A	0	chr2	-	110125	110539	110160,	110244,

YBL059C-A	0	chr2	-	110125	110539	110160,	110244,

YBL059W	0	chr2	+	110594	111244	110881,	110949,

YBL059W	0	chr2	+	110594	111244	110881,	110949,

YBL072C	0	chr2	-	88523	89440	88524,	88831,

YBL072C	0	chr2	-	88523	89440	88524,	88831,

YBL087C	0	chr2	-	59822	60739	59865,	60368,

YBL087C	0	chr2	-	59822	60739	59865,	60368,

YBL091C-A	0	chr2	-	46565	47180	46600,	46687,

YBL091C-A	0	chr2	-	46565	47180	46600,	46687,

YBL092W	0	chr2	+	45645	46370	45646,	45978,

YBL092W	0	chr2	+	45645	46370	45646,	45978,

YBL111C	0	chr2	-	2907	5009	3702,	3800,

YBL111C	0	chr2	-	2907	5009	3702,	3800,

YBR048W	0	chr2	+	332831	333812	332877,	333387,

YBR048W	0	chr2	+	332831	333812	332877,	333387,

YBR062C	0	chr2	-	365976	366600	365993,	366074,

YBR062C	0	chr2	-	365976	366600	365993,	366074,

YBR078W	0	chr2	+	393123	394742	393182,	393511,

YBR078W	0	chr2	+	393123	394742	393182,	393511,

YBR082C	0	chr2	-	406628	407169	406676,	406770,

YBR082C	0	chr2	-	406628	407169	406676,	406770,

YBR084C-A	0	chr2	-	414186	415261	414189,	414694,

YBR084C-A	0	chr2	-	414186	415261	414189,	414694,

YBR089C-A	0	chr2	-	426190	426873	426191,	426547,

YBR089C-A	0	chr2	-	426190	426873	426191,	426547,

YBR090C	0	chr2	-	426333	427058	426519,	426875,

YBR090C	0	chr2	-	426333	427058	426519,	426875,

YBR111W-A	0	chr2	+	462139	462579	462211,462431,	462290,462500,

YBR111W-A	0	chr2	+	462139	462579	462211,462431,	462290,462500,

YBR119W	0	chr2	+	479338	480323	479347,	479435,

YBR119W	0	chr2	+	479338	480323	479347,	479435,

YBR181C	0	chr2	-	591712	592774	591719,	592070,

YBR181C	0	chr2	-	591712	592774	591719,	592070,

YBR186W	0	chr2	+	600553	602360	602105,	602217,

YBR186W	0	chr2	+	600553	602360	602105,	602217,

YBR189W	0	chr2	+	604508	605508	604516,	604928,

YBR189W	0	chr2	+	604508	605508	604516,	604928,

YBR191W	0	chr2	+	606270	607140	606282,	606669,

YBR191W	0	chr2	+	606270	607140	606282,	606669,

YBR215W	0	chr2	+	653356	655317	653370,	653453,

YBR215W	0	chr2	+	653356	655317	653370,	653453,

YBR219C	0	chr2	-	662499	663303	662801,	663221,

YBR219C	0	chr2	-	662499	663303	662801,	663221,

YBR230C	0	chr2	-	679549	680050	679561,	679657,

YBR230C	0	chr2	-	679549	680050	679561,	679657,

YBR255C-A	0	chr2	-	726618	727074	726682,	726775,

YBR255C-A	0	chr2	-	726618	727074	726682,	726775,

YCL002C	0	chr3	-	110808	111675	110851,	110926,

YCL002C	0	chr3	-	110808	111675	110851,	110926,

YCL005W-A	0	chr3	+	107023	107417	107035,107193,	107111,107288,

YCL005W-A	0	chr3	+	107023	107417	107035,107193,	107111,107288,

YCL012C	0	chr3	-	101317	101788	101406,	101472,

YCL012C	0	chr3	-	101317	101788	101406,	101472,

YCR028C-A	0	chr3	-	172950	173440	173193,	173275,

YCR028C-A	0	chr3	-	172950	173440	173193,	173275,

YCR031C	0	chr3	-	177500	178220	177508,	177814,

YCR031C	0	chr3	-	177500	178220	177508,	177814,

YCR097W	0	chr3	+	293835	294321	293941,294241,	293994,294292,

YCR097W	0	chr3	+	293835	294321	293941,294241,	293994,294292,

YDL012C	0	chr4	-	431108	431517	431154,	431239,

YDL012C	0	chr4	-	431108	431517	431154,	431239,

YDL029W	0	chr4	+	399340	400638	399363,	399485,

YDL029W	0	chr4	+	399340	400638	399363,	399485,

YDL061C	0	chr4	-	340628	341219	340629,	341037,

YDL061C	0	chr4	-	340628	341219	340629,	341037,

YDL064W	0	chr4	+	337487	338070	337526,	337635,

YDL064W	0	chr4	+	337487	338070	337526,	337635,

YDL075W	0	chr4	+	322226	322988	322284,	322704,

