PLEKHN1	0	chr1	+	901877	910488	902183,	902084,
PLEKHN1	0	chr1	+	901877	910488	905803,	905657,
PLEKHN1	0	chr1	+	901877	910488	905981,	905901,
PLEKHN1	0	chr1	+	901877	910488	906138,	906066,
PLEKHN1	0	chr1	+	901877	910488	906386,	906259,
PLEKHN1	0	chr1	+	901877	910488	906588,	906457,
PLEKHN1	0	chr1	+	901877	910488	906784,	906704,
PLEKHN1	0	chr1	+	901877	910488	907530,	907455,
PLEKHN1	0	chr1	+	901877	910488	907804,	907668,
PLEKHN1	0	chr1	+	901877	910488	909020,	908880,
HES4	1	chr1	-	934344	935491	934993,	934906,
C1orf159	0	chr1	-	1017203	1051478	1025808,	1025733,
TTLL10	1	chr1	+	1109283	1133315	1115720,	1115414,
TTLL10	1	chr1	+	1109283	1133315	1115981,	1115863,
TTLL10	1	chr1	+	1109283	1133315	1118427,	1118256,
TTLL10	1	chr1	+	1109283	1133315	1119471,	1119300,
TTLL10	1	chr1	+	1109283	1133315	1132566,	1132473,
TNFRSF4	0	chr1	-	1146706	1149512	1149165,	1149043,
SDF4	1	chr1	-	1152311	1167411	1159348,	1159212,
UBE2J2	1	chr1	-	1189850	1209265	1191500,	1191425,
UBE2J2	1	chr1	-	1189850	1209265	1192690,	1192588,
UBE2J2	1	chr1	-	1189850	1209265	1197770,	1197550,
UBE2J2	1	chr1	-	1189850	1209265	1203372,	1203113,
SCNN1D	1	chr1	+	1215816	1227399	1221658,	1221306,
SCNN1D	1	chr1	+	1215816	1227399	1223417,	1223319,
SCNN1D	1	chr1	+	1215816	1227399	1226520,	1226445,
PUSL1	0	chr1	+	1243947	1247057	1244653,	1244466,
PUSL1	0	chr1	+	1243947	1247057	1244983,	1244834,
PUSL1	0	chr1	+	1243947	1247057	1245231,	1245061,
PUSL1	0	chr1	+	1243947	1247057	1246068,	1246014,
PUSL1	0	chr1	+	1243947	1247057	1246451,	1246289,
TAS1R3	1	chr1	+	1266694	1270686	1267318,	1267018,
TAS1R3	1	chr1	+	1266694	1270686	1268186,	1267404,
TAS1R3	1	chr1	+	1266694	1270686	1268759,	1268639,
MXRA8	0	chr1	-	1288071	1293915	1289308,	1289228,
MXRA8	0	chr1	-	1288071	1293915	1290725,	1290624,
AURKAIP1	0	chr1	-	1309110	1310875	1309970,	1309380,
AURKAIP1	0	chr1	-	1309110	1310875	1310170,	1310085,
AURKAIP1	0	chr1	-	1309110	1310875	1310770,	1310377,
CDK11A	1	chr1	-	1634320	1655763	1634708,	1634519,
CDK11A	1	chr1	-	1634320	1655763	1635063,	1634915,
CDK11A	1	chr1	-	1634320	1655763	1635434,	1635263,
CDK11A	1	chr1	-	1634320	1655763	1635585,	1635478,
CDK11A	1	chr1	-	1634320	1655763	1635783,	1635662,
CDK11A	1	chr1	-	1634320	1655763	1636094,	1635989,
CDK11A	1	chr1	-	1634320	1655763	1636464,	1636343,
CDK11A	1	chr1	-	1634320	1655763	1637171,	1637081,
CDK11A	1	chr1	-	1634320	1655763	1639038,	1638848,
CDK11A	1	chr1	-	1634320	1655763	1639684,	1639619,
CDK11A	1	chr1	-	1634320	1655763	1640391,	1640233,
CDK11A	1	chr1	-	1634320	1655763	1640572,	1640477,
CDK11A	1	chr1	-	1634320	1655763	1641079,	1640918,
CDK11A	1	chr1	-	1634320	1655763	1650894,	1650767,
CDK11A	1	chr1	-	1634320	1655763	1654270,	1654147,
NADK	0	chr1	-	1682671	1709909	1685088,	1684988,
NADK	0	chr1	-	1682671	1709909	1685647,	1685490,
NADK	0	chr1	-	1682671	1709909	1686915,	1686813,
NADK	0	chr1	-	1682671	1709909	1688749,	1688546,
GABRD	1	chr1	+	1950763	1962190	1956493,	1956381,
GABRD	1	chr1	+	1950763	1962190	1956840,	1956773,
GABRD	1	chr1	+	1950763	1962190	1957177,	1956957,
GABRD	1	chr1	+	1950763	1962190	1959098,	1959016,
GABRD	1	chr1	+	1950763	1962190	1959731,	1959594,
PEX10	0	chr1	-	2336258	2344010	2338058,	2337923,
PEX10	0	chr1	-	2336258	2344010	2340297,	2339891,
PEX10	0	chr1	-	2336258	2344010	2341890,	2341810,
ARHGEF16	1	chr1	+	3370990	3397677	3380236,	3379630,
ARHGEF16	1	chr1	+	3370990	3397677	3386157,	3385997,
ARHGEF16	1	chr1	+	3370990	3397677	3390086,	3389957,
ARHGEF16	1	chr1	+	3370990	3397677	3391346,	3391272,
ARHGEF16	1	chr1	+	3370990	3397677	3392626,	3392534,
ARHGEF16	1	chr1	+	3370990	3397677	3394590,	3394439,
ARHGEF16	1	chr1	+	3370990	3397677	3396154,	3396081,
ARHGEF16	1	chr1	+	3370990	3397677	3396477,	3396376,
MEGF6	1	chr1	-	3406490	3528059	3410361,	3410335,
MEGF6	1	chr1	-	3406490	3528059	3411063,	3410935,
MEGF6	1	chr1	-	3406490	3528059	3415063,	3414935,
MEGF6	1	chr1	-	3406490	3528059	3416280,	3416152,
MEGF6	1	chr1	-	3406490	3528059	3416488,	3416360,
MEGF6	1	chr1	-	3406490	3528059	3422120,	3421986,
MEGF6	1	chr1	-	3406490	3528059	3425253,	3425122,
MEGF6	1	chr1	-	3406490	3528059	3426556,	3426434,
MEGF6	1	chr1	-	3406490	3528059	3427466,	3427347,
MEGF6	1	chr1	-	3406490	3528059	3428251,	3428114,
MEGF6	1	chr1	-	3406490	3528059	3428692,	3428570,
TPRG1L	1	chr1	+	3541566	3546691	3542079,	3541988,
TPRG1L	1	chr1	+	3541566	3546691	3542453,	3542277,
TPRG1L	1	chr1	+	3541566	3546691	3544217,	3544064,
