DHRS3	1	chr1	-	12627939	12677737	12638984,	12638742,
LDLRAP1	1	chr1	+	25870071	25895377	25890282,	25890152,
SZT2	0	chr1	+	43855640	43918304	43915842,	43915774,
GALNT2	1	chr1	+	230202956	230417870	230410310,	230410191,
IGFBP2	1	chr2	+	217498118	217529159	217526721,	217526495,
PLCL2	1	chr3	+	16974582	17132085	17051578,	17051166,
DHX30	1	chr3	+	47844418	47891683	47890839,	47890682,
SLC35A5	1	chr3	+	112280857	112304424	112289517,	112289387,
MED28	0	chr4	+	17616254	17635728	17625631,	17625224,
SLC4A4	1	chr4	+	72053003	72435434	72429606,	72429510,
USP53	1	chr4	+	120133791	120215901	120212445,	120212320,
HSPA4	1	chr5	+	132387654	132442141	132439718,	132439557,
KLHDC3	1	chr6	+	42981951	42989036	42988459,	42988405,
VEGFA	1	chr6	+	43738444	43752686	43746273,	43745892,
RSPO3	1	chr6	+	127439749	127518441	127517128,	127516968,
TAB2	1	chr6	+	149642188	149732749	149691235,	149691045,
DBNL	1	chr7	+	44084310	44101236	44098582,	44098477,
DCTN3	0	chr9	-	34613548	34620477	34614098,	34614039,
GLIPR2	0	chr9	+	36136742	36163910	36150895,	36150625,
SLC25A25	1	chr9	+	130860583	130871524	130869458,	130869308,
NUP214	0	chr9	+	134000948	134110057	134108888,	134108841,
ANAPC2	0	chr9	-	140069236	140082989	140069920,	140069689,
HK1	1	chr10	+	71078600	71161638	71158584,	71158351,
WDR11	0	chr10	+	122610687	122669036	122663654,	122663559,
DGKZ	1	chr11	+	46354455	46402104	46400661,	46400444,
ASRGL1	1	chr11	+	62104920	62160884	62123939,	62123797,
AIP	1	chr11	+	67250512	67258574	67257149,	67256738,
CTTN	1	chr11	+	70244510	70282690	70279824,	70279753,
PICALM	1	chr11	-	85669857	85779971	85695041,	85694909,
CLSTN3	1	chr12	+	7282795	7311541	7310342,	7310085,
LTA4H	1	chr12	-	96394606	96429439	96396842,	96396738,
NHLRC3	0	chr13	+	39612455	39624246	39621289,	39621177,
ARNT2	1	chr15	+	80696693	80890278	80884071,	80883909,
ZNF592	1	chr15	+	85291866	85349663	85341705,	85341546,
MAPK8IP3	1	chr16	+	1756184	1820318	1820318,	1818704,
DPH1	0	chr17	+	1933404	1946724	1943899,	1943799,
CTNS	0	chr17	+	3539762	3564832	3561469,	3560918,
MAPT	1	chr17	+	43971748	44105700	44091693,	44091609,
THOP1	1	chr19	+	2785458	2815805	2811732,	2811596,
PNPLA6	1	chr19	+	7598890	7626650	7625996,	7625900,
PTPRA	1	chr20	+	2854135	3019722	3017935,	3017800,
CHGB	0	chr20	+	5892076	5906007	5903169,	5902953,
SLC37A1	1	chr21	+	43919742	44001550	43995025,	43994928,
PPP6R2	1	chr22	+	50781760	50882803	50881752,	50881491,
HCCS	0	chrX	+	11129421	11141198	11139113,	11139027,
FOXO4	1	chrX	+	70316047	70323385	70321959,	70321927,
PIK3CD	1	chr1	+	9711803	9788977	9770338,	9770163,
LEPR	0	chr1	+	65886335	66107242	65891061,	65890986,
DNAJC10	1	chr2	+	183580999	183659191	183581799,	183581743,
IQSEC1	1	chr3	-	12938719	13009168	12957233,	12957094,
IQSEC1	1	chr3	-	12938719	13009168	12963742,	12963620,
IQSEC1	1	chr3	-	12938719	13009168	12966242,	12966081,
IQSEC1	1	chr3	-	12938719	13009168	12978197,	12976948,
IQSEC1	1	chr3	-	12938719	13009168	12983365,	12983071,
RARB	1	chr3	+	25469802	25639423	25502832,	25502684,
ABI3BP	1	chr3	-	100468179	100712359	100566517,	100566446,
RPS14	0	chr5	-	149822753	149829310	149825248,	149825172,
RPS14	0	chr5	-	149822753	149829310	149826526,	149826365,
RPS14	0	chr5	-	149822753	149829310	149827298,	149827037,
CCDC69	1	chr5	-	150560613	150603706	150581249,	150581143,
CCDC69	1	chr5	-	150560613	150603706	150585033,	150584961,
SLIT3	1	chr5	-	168088745	168728133	168678463,	168678392,
PHIP	1	chr6	-	79645584	79787953	79787630,	79787572,
MTURN	0	chr7	+	30174426	30202378	30185915,	30185793,
STK17A	1	chr7	+	43622664	43666385	43635712,	43635500,
CNOT7	1	chr8	-	17082473	17104387	17100694,	17100501,
CNOT7	1	chr8	-	17082473	17104387	17102756,	17102545,
NCALD	1	chr8	-	102698771	103136562	103032517,	103032465,
COL15A1	1	chr9	+	101705921	101833074	101784432,	101784373,
KIN	0	chr10	-	7792925	7829944	7796032,	7795915,
FRMD4A	1	chr10	-	13685706	14372883	14372182,	14372057,
MLLT10	1	chr10	+	21823102	22032559	21823733,	21823574,
MICAL2	1	chr11	+	12132138	12285332	12160011,	12159937,
NUCB2	1	chr11	+	17298312	17353758	17304490,	17304336,
YAF2	1	chr12	-	42552926	42632050	42555567,	42555415,
SLC38A1	1	chr12	-	46576846	46662795	46637097,	46636983,
PLEKHG7	1	chr12	+	93130311	93166231	93131297,	93131154,
CHAMP1	0	chr13	+	115079988	115092803	115086707,	115086585,
FRMD6	1	chr14	+	51955855	52197177	52037128,	52037066,
TXNDC16	0	chr14	-	52897308	53019224	53011089,	53010982,
STARD9	1	chr15	+	42867857	43013179	42875613,	42875544,
STARD9	1	chr15	+	42867857	43013179	42877835,	42877719,
STARD9	1	chr15	+	42867857	43013179	42927170,	42927054,
STARD9	1	chr15	+	42867857	43013179	42943283,	42943214,
STARD9	1	chr15	+	42867857	43013179	42944790,	42944718,
STARD9	1	chr15	+	42867857	43013179	42953423,	42953356,
STARD9	1	chr15	+	42867857	43013179	42955089,	42954992,
SGF29	0	chr16	+	28565247	28603111	28597041,	28596969,
SGF29	0	chr16	+	28565247	28603111	28601763,	28601617,
CETP	0	chr16	+	56995762	57017757	56997036,	56996922,
CETP	0	chr16	+	56995762	57017757	57003432,	57003298,
